Transaction_ID,User_ID,Amount,Transaction_Type,Location,Time_of_Day,Is_Fraud
321,2930,269.09,online,Singapore,afternoon,0
322,4582,47.39,transfer,New York,afternoon,0
323,3799,368.55,online,Singapore,morning,0
324,3191,6.16,transfer,Dubai,night,0
325,1608,371.34,online,Sydney,afternoon,0
326,4272,123.36,transfer,Mumbai,afternoon,0
327,2147,49.07,online,New York,night,0
328,1186,28.72,in-person,Mumbai,morning,0
329,4397,612.83,in-person,Mumbai,afternoon,0
330,3511,15.09,in-person,Sydney,afternoon,0
331,4420,44.4,online,Dubai,afternoon,0
332,2794,85.49,in-person,Singapore,morning,1
333,1659,193.64,online,Mumbai,morning,0
334,3811,157.4,in-person,Mumbai,afternoon,0
335,4002,26.85,online,Mumbai,morning,0
336,2955,68.42,in-person,New York,morning,0
337,3450,54.56,online,Mumbai,morning,0
338,2369,48.04,ATM,Mumbai,afternoon,0
339,2986,105.91,in-person,Dubai,morning,0
340,2534,243.5,online,Mumbai,afternoon,0
341,1146,49.04,in-person,Sydney,night,0
342,4219,91.36,transfer,Sydney,night,0
343,3911,99.16,online,Mumbai,night,0
344,2734,749.78,in-person,Sydney,afternoon,0
345,2843,618.74,in-person,Dubai,afternoon,0
346,1488,322.03,online,New York,morning,0
347,3976,55.32,transfer,Sydney,morning,0
348,2959,14.09,online,Sydney,afternoon,0
349,2663,76.22,online,Singapore,morning,0
350,3598,62.07,transfer,Dubai,night,0
351,3385,141.01,in-person,Sydney,night,0
352,3919,300.77,transfer,New York,morning,0
353,1640,390.84,in-person,Singapore,afternoon,0
354,2802,372.69,transfer,Mumbai,afternoon,0
355,3520,89.16,transfer,Dubai,afternoon,0
356,2969,232.46,online,Sydney,afternoon,0
357,3198,75.04,transfer,Mumbai,morning,0
358,2438,12.57,in-person,Dubai,afternoon,0
359,4369,241.84,online,Singapore,afternoon,0
360,2634,1.98,in-person,Sydney,afternoon,0
361,1262,105.25,online,New York,afternoon,1
362,2787,79.91,transfer,Dubai,night,0
363,3191,236.43,in-person,New York,night,0
364,3393,290.7,ATM,Mumbai,afternoon,0
365,1623,72.51,online,Mumbai,morning,0
366,2016,333.87,in-person,Singapore,afternoon,0
367,4643,69.6,online,Singapore,night,0
368,1880,118.24,in-person,London,morning,0
369,3049,259.67,transfer,London,afternoon,0
370,3944,236.13,transfer,Singapore,morning,0
371,2327,874.31,transfer,Sydney,afternoon,0
372,3301,51.02,transfer,Mumbai,morning,0
373,4723,217.13,online,New York,morning,0
374,1452,188.16,online,Singapore,afternoon,0
375,4108,493.25,in-person,Sydney,night,0
376,2183,34.01,in-person,New York,afternoon,0
377,4062,278.7,online,London,afternoon,0
378,3056,167.99,in-person,New York,night,0
379,4304,64.22,in-person,Singapore,morning,0
380,4170,128.66,online,Mumbai,morning,0
381,2682,81.23,transfer,Singapore,morning,0
382,3863,173.17,in-person,Dubai,night,0
383,3255,439.65,online,Sydney,afternoon,0
384,2154,168.47,online,Sydney,morning,0
385,1403,199.78,transfer,Sydney,afternoon,0
386,3199,146.27,ATM,Dubai,night,1
387,3101,10.5,in-person,Dubai,morning,0
388,4191,53.02,online,Mumbai,afternoon,0
389,2696,135.46,ATM,Sydney,afternoon,0
390,4991,74.28,in-person,Singapore,afternoon,0
391,1627,40.12,transfer,Dubai,afternoon,0
392,1586,140.29,transfer,Singapore,night,0
393,2648,77.96,online,London,afternoon,0
394,2443,59.71,in-person,Sydney,afternoon,0
395,2445,124.72,online,Dubai,afternoon,0
396,1103,28.61,online,Dubai,morning,0
397,4923,525.51,transfer,Mumbai,afternoon,0
398,1253,404.54,transfer,Singapore,morning,0
399,4298,245.94,transfer,Mumbai,afternoon,0
400,4183,22.46,in-person,Mumbai,morning,0
401,3557,299.11,online,Singapore,afternoon,0
402,2496,330.01,online,London,afternoon,0
403,1098,292.0,online,Singapore,night,0
404,3200,24.2,in-person,London,morning,0
405,2884,206.51,in-person,Mumbai,afternoon,0
406,3961,359.55,online,London,afternoon,0
407,2919,172.24,ATM,Sydney,night,0
408,1877,207.92,online,London,afternoon,0
409,1337,122.63,transfer,London,night,0
410,4777,150.46,in-person,Dubai,morning,0
411,3869,7.0,online,Dubai,afternoon,0
412,4234,203.75,transfer,Mumbai,morning,0
413,4791,16.99,transfer,Singapore,night,0
414,1956,114.19,in-person,London,morning,0
415,2704,69.25,in-person,Sydney,afternoon,0
416,1160,157.68,online,Dubai,afternoon,0
417,2603,28.64,in-person,Singapore,night,0
418,3848,235.3,ATM,Sydney,morning,0
419,1397,316.96,online,London,afternoon,0
420,2300,35.67,online,Singapore,night,0
421,1815,22.03,ATM,Sydney,morning,0
422,4987,31.45,online,New York,night,0
423,2527,419.32,in-person,Sydney,morning,0
424,2919,150.24,in-person,Sydney,night,0
425,2415,125.94,in-person,London,night,0
426,2158,22.57,in-person,Singapore,night,0
427,2218,209.71,online,London,afternoon,0
428,1400,404.99,online,London,night,0
429,1639,352.27,transfer,New York,morning,0
430,4104,196.73,transfer,Sydney,afternoon,0
431,3735,15.65,in-person,Singapore,afternoon,0
432,1459,23.85,in-person,Mumbai,afternoon,0
433,1954,10.11,online,Dubai,night,0
434,4954,59.54,online,London,morning,0
435,1469,29.16,transfer,London,night,0
436,4446,60.23,in-person,London,afternoon,0
437,2045,97.25,online,London,night,0
438,3797,572.88,online,Dubai,night,0
439,2693,188.51,online,Mumbai,night,0
440,3085,360.33,online,New York,morning,0
441,3277,247.82,transfer,Mumbai,afternoon,0
442,4436,23.87,ATM,Dubai,afternoon,0
443,1562,266.3,transfer,Singapore,morning,0
444,3485,64.34,ATM,New York,afternoon,0
445,2799,203.84,ATM,New York,afternoon,0
446,4354,83.39,in-person,Singapore,morning,0
447,3074,1212.57,online,Sydney,afternoon,0
448,1225,61.18,transfer,London,afternoon,0
449,4348,65.46,online,Dubai,morning,0
450,1797,533.78,online,Singapore,afternoon,0
451,4680,4.99,online,Mumbai,afternoon,0
452,3331,238.6,in-person,Mumbai,night,0
453,3926,258.43,online,Sydney,morning,0
454,1959,362.04,online,Singapore,afternoon,0
455,2504,733.34,in-person,Dubai,afternoon,0
456,1452,742.65,transfer,Sydney,night,0
457,4067,13.5,in-person,Sydney,afternoon,0
458,4900,345.01,transfer,Sydney,afternoon,0
459,1815,207.87,online,New York,morning,0
460,1658,208.45,online,New York,morning,0
461,4587,27.47,in-person,London,morning,0
462,1546,210.07,in-person,Dubai,night,0
463,2215,808.91,in-person,Mumbai,afternoon,0
464,4120,485.67,transfer,Mumbai,afternoon,0
465,4583,115.65,transfer,London,afternoon,0
466,1016,8.15,ATM,Mumbai,morning,0
467,4243,89.98,online,Sydney,night,0
468,2243,350.19,online,London,night,0
469,3205,241.8,in-person,London,night,0
470,3524,122.99,online,Singapore,morning,0
471,2069,11.34,online,New York,afternoon,0
472,4444,111.34,online,Dubai,night,0
473,3565,126.61,online,Dubai,afternoon,0
474,3146,527.77,online,New York,afternoon,0
475,4963,204.93,online,Sydney,afternoon,0
476,2768,74.69,in-person,Dubai,afternoon,0
477,2060,149.02,in-person,Mumbai,afternoon,0
478,3327,13.67,transfer,Mumbai,morning,0
479,4420,719.21,in-person,Dubai,afternoon,0
480,3544,89.28,online,Singapore,night,0
481,1301,129.97,online,Dubai,night,1
482,1180,87.79,online,London,morning,1
483,1606,229.46,transfer,Sydney,night,0
484,4170,217.08,transfer,London,morning,0
485,1699,251.28,online,New York,night,0
486,1992,62.43,online,Sydney,morning,0
487,2139,75.86,ATM,Sydney,afternoon,0
488,1190,26.76,in-person,Mumbai,morning,0
489,3300,213.14,transfer,Sydney,afternoon,0
490,1980,8.12,online,Singapore,afternoon,0
491,3975,182.1,online,Dubai,night,0
492,3006,407.58,transfer,London,afternoon,0
493,2184,442.97,in-person,Mumbai,afternoon,0
494,4327,119.22,in-person,Mumbai,afternoon,0
495,4394,122.98,in-person,Singapore,morning,0
496,1127,16.02,in-person,Singapore,morning,0
497,3065,222.2,transfer,Singapore,afternoon,0
498,2816,344.36,online,Singapore,afternoon,0
499,2758,56.12,online,London,morning,0
500,3613,109.39,transfer,Singapore,afternoon,0
501,1569,365.07,online,Mumbai,morning,0
502,2346,419.31,in-person,Mumbai,afternoon,0
503,2895,55.73,transfer,Sydney,night,0
504,3733,159.96,ATM,Dubai,afternoon,0
505,4863,42.76,in-person,Mumbai,night,0
506,1625,21.49,in-person,Mumbai,night,0
507,4359,484.09,transfer,London,afternoon,0
508,3901,343.52,transfer,Sydney,afternoon,0
509,2686,285.45,transfer,Mumbai,afternoon,0
510,4009,10.0,in-person,New York,morning,0
511,4710,371.23,online,Mumbai,night,0
512,1154,115.27,in-person,Dubai,night,0
513,3537,83.83,transfer,Dubai,night,0
514,2409,158.14,transfer,Sydney,afternoon,0
515,1784,19.16,online,Sydney,afternoon,0
516,4175,282.65,in-person,Singapore,night,0
517,4464,174.66,in-person,London,afternoon,0
518,4882,41.3,ATM,Dubai,afternoon,1
519,1245,41.71,in-person,New York,night,0
520,4247,40.73,in-person,New York,night,0
521,4110,11.74,online,Singapore,morning,0
522,2500,177.25,in-person,London,afternoon,0
523,2705,366.95,online,London,afternoon,0
524,3806,3.53,transfer,Sydney,afternoon,0
525,1537,10.05,transfer,Mumbai,afternoon,0
526,2890,170.09,in-person,New York,afternoon,0
527,2841,342.4,in-person,New York,afternoon,0
528,1920,79.12,transfer,New York,morning,0
529,3455,86.04,online,New York,afternoon,0
530,1524,181.44,online,Dubai,morning,0
531,3875,64.1,ATM,London,afternoon,0
532,2529,5.39,transfer,Mumbai,night,0
533,3950,265.78,transfer,Dubai,morning,0
534,4896,196.51,online,London,morning,1
535,1035,173.86,online,Singapore,morning,0
536,1684,270.71,online,New York,afternoon,0
537,1019,224.93,online,Mumbai,morning,0
538,3368,46.1,transfer,London,afternoon,0
539,4847,86.92,online,Singapore,afternoon,0
540,3559,26.96,transfer,New York,afternoon,0
541,1399,27.82,online,Singapore,night,0
542,3701,225.52,online,Singapore,night,0
543,1971,391.23,ATM,Dubai,morning,0
544,2906,657.93,online,Singapore,night,0
545,3518,197.96,online,Dubai,morning,0
546,2166,40.69,online,Sydney,morning,1
547,2115,22.33,online,Dubai,afternoon,0
548,4425,335.17,in-person,Singapore,afternoon,0
549,1833,172.91,online,London,morning,0
550,2823,192.62,in-person,Singapore,morning,0
551,3774,304.16,transfer,Singapore,night,0
552,2982,242.99,in-person,London,morning,0
553,1853,359.71,online,New York,night,0
554,1050,11.57,in-person,Mumbai,night,0
555,4736,275.29,online,Sydney,morning,0
556,4769,380.56,in-person,New York,afternoon,0
557,1574,67.41,in-person,Singapore,morning,1
558,4261,204.58,online,New York,morning,0
559,2148,75.42,transfer,Mumbai,morning,0
560,3197,633.88,ATM,New York,morning,0
561,3361,6.8,transfer,Mumbai,morning,0
562,3617,173.4,online,New York,morning,0
563,4413,36.43,in-person,Dubai,afternoon,0
564,3352,249.11,ATM,Singapore,afternoon,0
565,2715,38.69,online,Mumbai,night,0
566,1681,53.68,transfer,Sydney,morning,0
567,1837,136.39,online,Singapore,afternoon,0
568,4854,492.63,online,Dubai,night,0
569,2077,47.58,transfer,New York,morning,0
570,4050,31.15,transfer,Singapore,afternoon,0
571,3491,284.57,transfer,New York,afternoon,0
572,3660,138.88,ATM,New York,night,0
573,4040,485.6,online,Singapore,afternoon,0
574,3311,31.71,online,Mumbai,afternoon,0
575,4124,207.65,ATM,Mumbai,night,0
576,2595,53.02,online,Singapore,afternoon,0
577,4051,34.1,in-person,Mumbai,afternoon,0
578,4691,230.04,in-person,London,night,0
579,1004,180.13,online,New York,afternoon,0
580,2126,281.16,online,Singapore,morning,0
581,2219,74.06,in-person,Sydney,night,0
582,1773,118.83,transfer,Dubai,afternoon,0
583,1876,104.0,transfer,Singapore,afternoon,0
584,1991,828.15,in-person,Singapore,afternoon,0
585,3931,69.13,in-person,New York,night,0
586,4421,69.86,online,Dubai,afternoon,0
587,1046,87.56,online,New York,afternoon,0
588,3914,166.3,in-person,Sydney,night,0
589,3870,58.16,online,Mumbai,morning,0
590,3983,493.7,online,Singapore,morning,0
591,4891,61.76,in-person,New York,afternoon,0
592,3703,452.32,in-person,Sydney,afternoon,0
593,1268,21.85,online,Sydney,afternoon,0
594,1369,213.75,in-person,London,afternoon,0
595,1635,475.0,in-person,Singapore,afternoon,0
596,2129,36.96,online,Sydney,afternoon,0
597,2693,690.46,ATM,Mumbai,night,0
598,2682,120.62,online,New York,afternoon,0
599,1656,582.7,transfer,New York,night,0
600,1119,225.91,online,London,night,0
601,1830,71.79,transfer,Mumbai,morning,0
602,2810,41.73,online,Sydney,afternoon,0
603,4675,72.41,transfer,London,afternoon,0
604,2081,19.53,online,Sydney,night,0
605,2974,31.07,transfer,Sydney,night,0
606,2369,22.11,in-person,Singapore,morning,0
607,1740,109.96,online,Dubai,night,0
608,4545,317.51,transfer,Sydney,afternoon,0
609,1116,30.49,online,New York,night,0
610,2853,27.93,ATM,Sydney,morning,0
611,3838,206.24,online,London,night,1
612,2150,43.93,in-person,Sydney,afternoon,0
613,4464,20.54,transfer,New York,afternoon,0
614,2931,36.51,online,New York,night,0
615,2012,514.7,online,London,afternoon,0
616,2664,344.6,transfer,New York,afternoon,0
617,2081,87.41,transfer,Mumbai,morning,0
618,1633,213.32,ATM,Mumbai,night,0
619,1512,154.12,online,Dubai,afternoon,0
620,4822,226.1,in-person,Mumbai,night,0
621,3849,229.56,online,London,afternoon,0
622,2119,198.17,online,Sydney,afternoon,0
623,4709,61.88,transfer,Mumbai,morning,0
624,2141,7.96,online,Dubai,night,0
625,1559,121.6,in-person,Singapore,afternoon,0
